AcctNum	VoterID	ElectionID	OfficeCode	OfficeDesc	Juris1num	Juris2num	StatusCode	StatusDesc	PartyCode	PartyDesc	NameLast	NameFirst	NameMiddle	SuppressAddress	Addr1	Addr2	City	State	Zip	County	Phone	TrsNameLast	TrsNameFirst	TrsNameMiddle	Email
REDACTED	REDACTED	20261103-GEN	GOV	Governor			QUA	Qualified	NPA	No Party Affiliation (Partisan)	Russo	Frank	J.	N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	GOV	Governor			DEF	Defeated	REP	Republican Party of Florida	Shaw	James	W.	N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	GOV	Governor			DEF	Defeated	REP	Republican Party of Florida	Succe	Caneste		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	GOV	Governor			DEF	Defeated	REP	Republican Party of Florida	Williams	Bobby		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USS	United States Senator			DNQ	Did Not Qualify	DEM	Florida Democratic Party	Bettis	Shawn	Stefan	N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USS	United States Senator			QUA	Qualified	NPA	No Party Affiliation (Partisan)	Gillespie	Neil	J.	N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USS	United States Senator			DEF	Defeated	REP	Republican Party of Florida	Gleason	Chris		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USS	United States Senator			DNQ	Did Not Qualify	DEM	Florida Democratic Party	Gould	Alex		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USS	United States Senator			DNQ	Did Not Qualify	REP	Republican Party of Florida	Hamilton	Michaelangelo	Collins	N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USS	United States Senator			WIT	Withdrew	DEM	Florida Democratic Party	Lyles	Tamika		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USR	United States Representative	007		QUA	Qualified	DEM	Florida Democratic Party	Dalton	Bale		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USR	United States Representative	007		QUA	Qualified	LPF	Libertarian Party of Florida	Dennison	Christopher		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USR	United States Representative	007		QUA	Qualified	REP	Republican Party of Florida	Elijah	Ryan		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USR	United States Representative	007		DEF	Defeated	DEM	Florida Democratic Party	Grayson	Alan		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USR	United States Representative	007		DEF	Defeated	REP	Republican Party of Florida	Johnson	Michael	Don	N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USR	United States Representative	007		DEF	Defeated	DEM	Florida Democratic Party	Kinter	Marialana		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USR	United States Representative	007		DEF	Defeated	REP	Republican Party of Florida	Mills	Cory	Lee	N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	USR	United States Representative	007		DEF	Defeated	REP	Republican Party of Florida	Ulrich	Sarah		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	STR	State Representative	041		UNO	Unopposed	DEM	Florida Democratic Party	Antone	Bruce		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	STS	State Senator	020		QUA	Qualified	DEM	Florida Democratic Party	Baldi	Gerald		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	STS	State Senator	006		QUA	Qualified	DEM	Florida Democratic Party	Bellamy-Fults	Jason		N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
REDACTED	REDACTED	20261103-GEN	CTJ	Circuit Judge	013	007	DEF	Defeated	NOP	No Party Affiliation (nonpartisan offices)	Aguila	Luis	"Louie"	N	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED	REDACTED
